	city	date	avg_temp	high_temp	low_temp	daily_delta
3562	San Diego	2017-09-30	69	72	66	6
3563	San Diego	2017-10-01	69	71	66	5
3564	San Diego	2017-10-02	70	73	67	6
3565	San Diego	2017-10-03	69	71	66	5
3566	San Diego	2017-10-04	69	75	63	12
3567	San Diego	2017-10-05	69	77	61	16
3568	San Diego	2017-10-06	73	86	60	26
3569	San Diego	2017-10-07	75	88	61	27
3570	San Diego	2017-10-08	68	71	65	6
3571	San Diego	2017-10-09	71	77	64	13
3572	San Diego	2017-10-10	68	76	59	17
3573	San Diego	2017-10-11	69	75	62	13
3574	San Diego	2017-10-12	70	74	66	8
3575	San Diego	2017-10-13	69	74	64	10
3576	San Diego	2017-10-14	68	75	61	14
3577	San Diego	2017-10-15	75	90	60	30
3578	San Diego	2017-10-16	77	89	65	24
3579	San Diego	2017-10-17	76	85	67	18
3580	San Diego	2017-10-18	71	74	67	7
3581	San Diego	2017-10-19	69	72	66	6
3582	San Diego	2017-10-20	69	71	66	5
3583	San Diego	2017-10-21	68	74	61	13
3584	San Diego	2017-10-22	72	85	59	26
3585	San Diego	2017-10-23	77	92	62	30
3586	San Diego	2017-10-24	82	97	66	31
3587	San Diego	2017-10-25	84	98	69	29
3588	San Diego	2017-10-26	77	88	66	22
3589	San Diego	2017-10-27	69	78	59	19
3590	San Diego	2017-10-28	69	73	64	9
3591	San Diego	2017-10-29	67	69	64	5
3592	San Diego	2017-10-30	68	72	63	9
3593	San Diego	2017-10-31	66	68	63	5
3594	San Diego	2017-11-01	67	69	64	5
3595	San Diego	2017-11-02	67	69	64	5
3596	San Diego	2017-11-03	65	70	59	11
3597	San Diego	2017-11-04	65	71	58	13
3598	San Diego	2017-11-05	66	71	60	11
3599	San Diego	2017-11-06	64	70	58	12
3600	San Diego	2017-11-07	67	72	62	10
3601	San Diego	2017-11-08	67	75	58	17
3602	San Diego	2017-11-09	68	73	63	10
3603	San Diego	2017-11-10	64	70	57	13
3604	San Diego	2017-11-11	63	69	56	13
3605	San Diego	2017-11-12	63	68	58	10
3606	San Diego	2017-11-13	65	71	59	12
3607	San Diego	2017-11-14	65	74	55	19
3608	San Diego	2017-11-15	66	76	56	20
3609	San Diego	2017-11-16	70	78	61	17
3610	San Diego	2017-11-17	67	73	61	12
3611	San Diego	2017-11-18	65	73	57	16
3612	San Diego	2017-11-19	63	73	52	21
3613	San Diego	2017-11-20	63	73	53	20
3614	San Diego	2017-11-21	69	81	56	25
3615	San Diego	2017-11-22	76	92	59	33
3616	San Diego	2017-11-23	75	87	62	25
3617	San Diego	2017-11-24	70	80	60	20
3618	San Diego	2017-11-25	59	64	54	10
3619	San Diego	2017-11-26	61	67	55	12
3620	San Diego	2017-11-27	63	67	59	8
3621	San Diego	2017-11-28	58	65	50	15
3622	San Diego	2017-11-29	62	67	57	10
3623	San Diego	2017-11-30	61	67	55	12
3624	San Diego	2017-12-01	63	71	55	16
3625	San Diego	2017-12-02	63	70	55	15
3626	San Diego	2017-12-03	65	68	61	7
3627	San Diego	2017-12-04	61	67	54	13
3628	San Diego	2017-12-05	59	71	47	24
3629	San Diego	2017-12-06	60	71	49	22
3630	San Diego	2017-12-07	64	79	48	31
3631	San Diego	2017-12-08	62	74	50	24
3632	San Diego	2017-12-09	65	78	51	27
3633	San Diego	2017-12-10	66	79	53	26
3634	San Diego	2017-12-11	67	80	54	26
3635	San Diego	2017-12-12	64	78	50	28
3636	San Diego	2017-12-13	64	78	49	29
3637	San Diego	2017-12-14	61	73	48	25
3638	San Diego	2017-12-15	63	76	49	27
3639	San Diego	2017-12-16	59	65	53	12
3640	San Diego	2017-12-17	61	71	50	21
3641	San Diego	2017-12-18	60	70	49	21
3642	San Diego	2017-12-19	58	68	48	20
3643	San Diego	2017-12-20	55	63	47	16
3644	San Diego	2017-12-21	56	63	48	15
3645	San Diego	2017-12-22	53	64	41	23
3646	San Diego	2017-12-23	55	65	45	20
3647	San Diego	2017-12-24	57	66	47	19
3648	San Diego	2017-12-25	56	66	45	21
3649	San Diego	2017-12-26	56	64	47	17
3650	San Diego	2017-12-27	60	69	50	19
3651	San Diego	2017-12-28	62	74	49	25
3652	San Diego	2017-12-29	63	77	49	28
3653	San Diego	2017-12-30	61	72	49	23
3654	San Diego	2017-12-31	57	64	50	14
